Index,target
0,39.84327377888045
1,43.11309506013342
2,46.65329327832162
3,49.38786301914446
4,52.00541010038876
5,53.5441839163865
6,55.797225181187606
7,57.92618080838402
8,58.886816247859684
9,61.22087350969603
10,62.1952579850998
11,62.712645307949565
12,16.532465301518975
13,23.2672183767854
14,24.63962659048928
15,27.83555937869913
16,43.13032068963591
17,47.01873661604561
18,49.16321271257611
19,50.57744329879252
20,26.826065329858046
21,34.4288530632578
22,39.696209463012266
23,43.04119647551032
24,8.79995607424878
25,9.626178867486232
26,9.919791567642854
27,11.141356003691824
28,29.132664641322044
29,25.889305175478153
30,29.016788022794444
31,32.22425815833296
32,36.65643497846847
33,38.66925112178636
34,42.213851310568984
35,46.12065528723689
36,50.343592930644405
37,54.61427560622991
38,59.38385483321116
39,61.478021497772524
40,13.086954988794785
41,16.495378042461553
42,20.28528798958143
43,23.315976807219624
44,24.416480004545363
45,26.047874381090562
46,27.34645347939471
47,36.342967627180535
48,41.493729691916805
49,44.27926090618301
50,46.52889159580839
51,35.387683397402256
52,38.56024809101581
53,43.35882073225561
54,47.977957378913956
55,51.07264908720542
56,56.757036578626156
57,57.95363118715765
58,61.58722037367263
59,64.50508931987986
60,65.27829866671856
61,69.67626241435133
62,15.130208402523436
63,18.262436819193255
64,19.06648103341211
65,21.00442891990937
66,23.3259791796312
67,25.433856385005328
68,27.925730626791314
69,31.046661091344482
70,35.308960277724886
71,38.30433220712111
72,42.00318468199814
73,45.77796841029792
74,22.444748677160682
75,25.05209373046664
76,26.491525612289948
77,27.78936160331687
78,26.859411773705112
79,31.7190497675325
80,35.11868185206489
81,38.95107215248339
82,41.75915141455883
83,48.09354556267945
84,47.689122584735856
85,50.65758493179909
86,53.901537188459734
87,55.625160076289575
88,56.64176409510456
89,60.621588405288044
90,40.74059174784747
91,42.33130886319571
92,45.874998962908116
93,48.676855447105666
94,50.70958541123056
95,53.90020612886041
96,55.803893328736955
97,57.93087178084346
98,59.32359721664507
99,60.683845508838154
100,62.25382515420506
101,63.79425401589222
102,27.784164473365596
103,31.4678438874134
104,34.839363228094996
105,38.71339447052806
106,41.52854026316326
107,44.139139185123
108,47.54388188224782
109,49.77810324886951
110,52.59813256563535
111,53.953620095802385
112,54.69568423523895
113,56.67532027510295
114,20.580071968094742
115,22.841294765869492
116,24.26429094884471
117,26.852219185296402
118,28.305956948098522
119,30.077340984287897
120,32.13754686357743
121,33.44941650295223
122,35.82344183552436
123,36.52235329777317
124,38.02584449047134
125,38.95261829337018
126,26.461840410609028
127,24.68002984594708
128,29.515529046812393
129,32.14182988202567
130,34.68922501014653
131,37.26612539452928
